price_change,volume,trend,momentum,expected
1.1091563356469565,2226,neutral,1.026183772437818,buy
-2.171420890382027,5082,neutral,3.137069936179282,sell
2.993418490975767,3149,down,1.3757401869955306,sell
1.2137929760892403,2871,down,2.9014465892945647,sell
2.293984019846291,2305,down,1.7885824822861323,sell
3.6267003412476564,3344,up,9.996383886966973,buy
-3.2357873001870967,1652,up,6.351548565551104,buy
2.088643906716799,4801,neutral,1.9058130041778536,buy
0.8284739809872147,2482,neutral,1.0830099533665516,buy
2.696926878612074,1365,up,5.5151948463259615,buy
1.6826345513145118,5097,neutral,1.7013299230824765,buy
0.9354931354302108,2671,down,2.4739650213357445,sell
2.421653075436317,5089,neutral,1.6062577381642231,buy
1.465142071070529,2273,neutral,0.4939260516416625,buy
0.6755533595496968,2754,neutral,0.8918274307521535,buy
2.165998150465527,1163,up,5.194024638405788,buy
1.7212079921349692,3147,down,9.605247836760801,sell
1.3742325505294422,2666,down,9.250745591975077,sell
1.7972598014187118,2736,down,9.739424932239974,sell
2.1530102235744115,2676,down,9.75787507758622,sell
-2.088276829426822,5122,neutral,3.375019984358877,sell
3.775493723389634,3425,up,9.581836331839686,buy
3.560756561675955,3013,up,9.348937290039018,buy
1.0176925250204296,2646,down,2.6871883826040204,sell
-3.37070203646468,1985,up,6.32193244984069,buy
1.1204129682506396,2211,neutral,0.5116599550912871,buy
0.6913035930869424,2689,neutral,0.5469303447741173,buy
-2.488700864834235,4499,neutral,3.250593970246436,sell
1.8836210979492658,1380,up,4.8731141342454745,buy
2.6355799359699894,2272,down,1.2451751681018275,sell
0.9005071239001115,2617,neutral,0.4025307271698566,buy
-3.66215483677528,1746,up,5.7106687375412,buy
1.8031605434657938,2715,down,9.681701281386502,sell
-2.2477931470041996,4915,neutral,2.972397298146954,sell
1.1408837068245936,2721,neutral,0.5306059644049816,buy
1.4706827042717472,3371,down,3.00995826964637,sell
2.385433326544033,2748,down,1.478509136927928,sell
1.7155205995994263,2332,down,9.81033195509162,sell
3.339405457646791,3572,up,9.697539373394136,buy
1.4627326764203323,3130,down,9.455942641638512,sell
1.8319045093566135,4697,neutral,1.3020078134957211,buy
1.24192478701131,3045,down,3.1152110645372577,sell
1.9096526483648906,954,up,4.923677758991801,buy
2.673780221738002,1446,up,5.182983169779251,buy
1.17949180814243,2881,down,2.9524499545107874,sell
-3.277140637439968,2054,up,5.961867918046111,buy
1.0033650449164289,3568,down,3.2119381190858314,sell
-3.284455131000359,1800,up,6.18268638614036,buy
1.827722929175027,2484,down,9.935860674267444,sell
2.2428145457417,5230,neutral,1.6899298858104395,buy
2.8966003082426797,3176,down,1.801863717175343,sell
-3.913746398967203,2136,up,6.197074672497984,buy
1.703833507698179,3487,down,2.6645090591309994,sell
1.3823409447397652,2812,down,9.708527986125338,sell
1.4334292106395872,3057,neutral,0.49975250023290363,buy
2.5438694346514716,2499,down,1.3410396506316453,sell
4.077511448789607,2802,up,9.69066544591677,buy
0.9375523887194821,3460,down,2.7549280263291913,sell
3.300448579205665,3019,up,9.54828154701844,buy
2.3652532101403687,951,up,5.645626899191046,buy
1.9789044137584617,4998,neutral,1.7585192221388732,buy
1.5956405922305035,2962,down,9.647707806088166,sell
-2.574707928009002,4835,neutral,3.356164473194413,sell
2.4312745110699594,2776,down,1.5847311600957077,sell
3.775419066395701,2626,up,9.22083151185769,buy
2.319152433533409,4814,neutral,1.973259279568251,buy
1.7670675492899721,645,up,4.826848264770657,buy
1.1301487914098478,2506,neutral,1.0001559566840394,buy
-3.85711353610202,2236,up,5.993545275483236,buy
-2.2629186747138426,4827,neutral,2.9133018897515313,sell
-2.595378758824903,4369,neutral,3.304503056774418,sell
1.7451145102331154,4874,neutral,1.7232390534029378,buy
1.631286023401059,2598,down,9.243560028135386,sell
3.3931050822725544,3067,up,9.47946752394574,buy
1.8327694366874705,598,up,5.0103632622827625,buy
1.6193282811342429,2689,down,2.7555174568320564,sell
3.964049094817174,2682,up,9.797139588989827,buy
3.505969634760037,2925,up,9.541026727250603,buy
-2.4343595990542983,4598,neutral,3.071017688338864,sell
-2.3880502339487517,4261,neutral,3.2149947027040704,sell
1.8660348836161156,1401,up,5.430269326327443,buy
2.441152155189666,4441,neutral,1.910671485988531,buy
-3.907749760046134,1803,up,6.055816841821852,buy
2.3853159272304567,1040,up,5.754862129152759,buy
1.6920464254932681,2396,down,9.737620076788522,sell
1.375941695468331,2560,down,9.934531445072176,sell
1.758304373206356,618,up,4.9167749272768235,buy
2.139098799993195,2685,down,9.15288260145781,sell
2.2609708693606105,5291,neutral,1.806585150299244,buy
1.862239190426799,2856,down,2.943982929646549,sell
3.8309143524977363,3027,up,9.442187434091396,buy
0.9450712277233324,2881,neutral,0.7617236741906963,buy
-3.1081419491251596,2272,up,6.4411788578797395,buy
2.183284237177672,4488,neutral,1.8439370289052506,buy
1.5038366905413207,2750,neutral,0.40783697205496927,buy
-3.3399729126544533,2097,up,5.837025739820875,buy
2.4179281285257996,2746,down,0.996798700922562,sell
2.1414294453911964,2265,down,9.81027618797979,sell
-4.008235002958219,2163,up,5.59901764841919,buy
3.590569311821374,3230,up,9.386588944439238,buy
2.479749298191975,2399,down,1.0388159951338223,sell
2.569769111167652,982,up,5.058927862180068,buy
1.687552627771985,2712,down,2.8898098013946525,sell
-2.508012266841122,4814,neutral,2.716227277043301,sell
1.865898925714716,2732,down,9.622452901767085,sell
-3.3897981476783805,1758,up,6.0080941753988695,buy
1.9642952315841091,2488,down,9.661273253737379,sell
-3.615471453426407,2343,up,6.551190213215497,buy
1.0228350369297532,2149,neutral,1.3006295390656026,buy
1.990065923688878,1092,up,5.121172609102983,buy
1.8377472817923644,2325,down,9.607194010349499,sell
2.528932728361213,1070,up,5.6020482257513065,buy
0.7417545651368721,2146,neutral,0.7668035309892689,buy
1.8119614886617113,5117,neutral,2.000004523199835,buy
2.715844323186277,537,up,5.120715157988128,buy
2.75086607503709,2893,down,1.123845767031566,sell
1.428554776099887,2548,down,9.347881329631486,sell
2.6140598915539885,703,up,4.79407242475905,buy
-3.4341518442901666,1632,up,6.222589518212638,buy
4.087819004866269,3232,up,9.274719823478648,buy
1.7613367954826686,4648,neutral,1.2804460514106282,buy
2.2421129333445764,721,up,5.074495308180525,buy
2.502669843053774,470,up,5.487697493085173,buy
2.9521882173460035,2288,down,1.6732011636459707,sell
-3.1804047310268726,2227,up,6.283289161407259,buy
1.4570363600730691,2531,neutral,0.7444689046228065,buy
-3.72556953839133,1600,up,6.244292852771099,buy
3.9940672443319674,3006,up,9.056562702551547,buy
2.7385258557208396,2906,down,1.627437629957054,sell
3.083689472134557,2674,down,1.8011706646301333,sell
2.0365438445852586,1139,up,5.036337272516205,buy
4.166074895408197,3386,up,9.98719489237439,buy
1.1557919857366596,2548,neutral,0.7318025098276659,buy
1.5324403059611018,2963,down,2.419030450796479,sell
2.705374187487613,533,up,4.945642351629358,buy
1.4676094370873043,3193,down,9.117868309151856,sell
1.7713494572301562,2830,down,2.3948277390262835,sell
2.1146495987698923,657,up,4.846141227022613,buy
1.849391621422598,3337,down,2.6255879650711136,sell
1.4102264911159696,2732,neutral,0.6495492439566828,buy
2.8856309174725174,2747,down,1.3965402617166411,sell
1.5956282535362432,3046,down,2.372992597358516,sell
2.9391132591402553,2604,down,1.5883714971731782,sell
1.1228307279370937,2921,down,2.5255911938375886,sell
4.140396732910919,2771,up,9.059209998519162,buy
2.2011635899296347,660,up,4.880163806700674,buy
3.828739427884458,2671,up,9.720812812627317,buy
-2.3469797298250765,4376,neutral,3.3839190394680965,sell
2.217518024480378,585,up,4.991953029492974,buy
4.139560340755947,3133,up,9.596997881994422,buy
1.8129665958234389,3493,down,2.968732095256961,sell
-3.3739658983136236,1699,up,5.9978848385440315,buy
1.5668036487865065,3084,down,9.969320190628347,sell
0.9424865321004642,3311,down,2.4201620991284973,sell
2.26311576832564,5379,neutral,1.3770063624420898,buy
1.6918613049576918,2844,down,3.1930947452387404,sell
1.8449005884952134,5273,neutral,1.2270536286943043,buy
2.055845948486053,1411,up,5.3334139975299175,buy
2.146318180171037,2434,down,9.58056991861806,sell
-2.7105657587905214,4195,neutral,3.268402381551729,sell
2.3016788607110428,5152,neutral,1.7953135620909824,buy
2.4140379228420117,965,up,5.566921965793515,buy
-2.816673802353087,4779,neutral,3.0378505140599534,sell
2.4036638799803445,1422,up,5.195849626176582,buy
2.507129580833015,1292,up,5.118177970034955,buy
1.5442124115287716,4452,neutral,1.9674649733235894,buy
3.239421367963009,2723,up,9.542765791568408,buy
1.1704399510645107,3283,down,3.2082041358057873,sell
2.355676785158569,2616,down,1.4173801114816138,sell
-3.1219931833105417,1680,up,5.690708494670446,buy
2.79288751133545,3097,down,1.1081293506677565,sell
1.8443419881883028,4534,neutral,1.6242682777304625,buy
1.085777218059909,2772,down,2.5245476168311782,sell
1.7865549855550373,2668,down,2.9186764248180403,sell
1.3481628114492747,3285,down,2.6660782472568263,sell
3.617033477516694,3241,up,9.924872717434962,buy
2.9678274611699855,2569,down,1.1923473353094851,sell
-2.5064309840954104,5155,neutral,2.7179151721054566,sell
1.7991022641878502,4445,neutral,1.0543480721278378,buy
-3.590450471999406,1812,up,5.938548358833798,buy
-3.2987945167608967,2214,up,5.752697693896799,buy
-1.9984438065905452,5158,neutral,3.225651934088866,sell
3.548873017270772,2749,up,9.505844868123908,buy
1.1197646457765498,3331,down,3.1515063348717938,sell
-2.773112383354259,4618,neutral,2.4150902053472736,sell
4.062184082197698,2798,up,9.374833358281386,buy
1.6043812443658063,2893,neutral,0.531469775698035,buy
1.8194348518591914,733,up,5.750692864137114,buy
1.4156249370526348,2519,neutral,1.3686508351651825,buy
4.0502348851127286,3551,up,9.921023492688649,buy
4.162553459824738,2685,up,9.973097642946126,buy
1.470002256640675,3117,down,9.809037765331912,sell
-2.842732332709651,4196,neutral,2.7625030955431247,sell
2.1796318009286972,4841,neutral,1.60274991303603,buy
1.758978884880696,3025,down,9.6594016368117,sell
1.053830020548066,2732,neutral,0.9406011448922917,buy
1.9448075245845513,1123,up,5.516513866701416,buy
1.8003322813497484,2447,down,9.445793976726492,sell
-2.727161444093793,4881,neutral,3.389966966463528,sell
1.1732486025056779,3059,neutral,0.37267236064409903,buy
1.2011833548723208,2577,down,9.97358944902916,sell
-2.206123347789501,4266,neutral,2.696359265794199,sell
-2.6023678423803367,4592,neutral,3.165899234951631,sell
2.9896655370887406,2868,down,1.7776825940822718,sell
2.487479699847165,2443,down,1.7490414107350492,sell
1.8614439089182775,5306,neutral,1.8349633008618718,buy
1.6083349345774423,2649,down,2.6814968179379353,sell
1.209410691674,3226,down,10.067838528929805,sell
3.5545848568085807,2760,up,9.679991621614707,buy
1.703339346711957,5382,neutral,2.002189791143338,buy
3.341982187186718,3390,up,9.42854037327429,buy
2.7106867387882727,1326,up,5.396067692817365,buy
3.317740985861535,2750,up,9.147748400736504,buy
1.5979107882516412,4501,neutral,1.2687169033008483,buy
3.117462465182063,2261,down,1.4958010203982135,sell
-3.2465897120657905,2024,up,5.814473445033608,buy
1.4427206262269325,2705,down,2.671705053820712,sell
2.910937826204262,2264,down,1.0302070146034632,sell
4.09765350678039,3167,up,9.45249428910969,buy
1.321862598018252,2737,down,3.1721539769705376,sell
1.9961944291709526,5252,neutral,1.5829899840143735,buy
-2.603405465117585,4583,neutral,2.898598535424191,sell
1.4903390811907011,2991,neutral,1.0479684383602983,buy
1.2545064161069601,2798,down,3.229565719555703,sell
2.8115700786410107,2622,down,1.458026637910744,sell
2.7558582342215936,2877,down,1.322650790225171,sell
1.3342930742816415,2437,down,10.063570601472387,sell
2.00049946467337,4582,neutral,1.4069446410599,buy
1.7424690037969608,2483,down,9.69617020686875,sell
1.8043326342057826,2975,down,9.091785830948925,sell
-2.2960695804603777,4322,neutral,3.354765401245858,sell
-2.8193459434241737,4329,neutral,2.4803647462460354,sell
2.253974031553566,2281,down,1.0759730198394357,sell
0.8294426684415221,2350,neutral,0.7646730413026334,buy
1.1636099517564487,2677,down,3.15126776366166,sell
1.7026752773560765,2672,down,2.299329781975829,sell
3.503369910593214,2651,up,9.815058519728487,buy
-3.7830535127291713,2058,up,6.188985314034019,buy
1.9310088194037254,833,up,5.755731586430583,buy
2.5978981078377688,879,up,5.691485665018801,buy
0.7419995304278174,2201,neutral,0.5923848712348728,buy
2.264412240958959,865,up,5.471391245182238,buy
2.0741190550589694,5056,neutral,1.8947384171842527,buy
1.1314207317796194,2361,neutral,0.8174948229995904,buy
2.410024419516274,4569,neutral,1.8640042870067997,buy
1.7676748851192166,989,up,5.590103275620256,buy
2.0901374068821923,2607,down,9.114573726337163,sell
2.0673523820949384,3188,down,9.993348938039814,sell
1.970722198201865,2782,down,9.873492014369827,sell
3.693874914605498,2893,up,9.715114763520768,buy
2.1141480197583817,936,up,5.644786303273445,buy
1.6367225705303303,2726,down,2.3493345129053145,sell
2.5341467657676207,1334,up,4.826625019240978,buy
1.8532655810303673,838,up,5.020128151152191,buy
2.676422268583638,3130,down,1.7059765412608814,sell
-3.6139142013935213,2410,up,6.23979989381267,buy
1.5471455570519799,5269,neutral,1.511855160254485,buy
-3.647962332514771,2058,up,5.733513367789146,buy
3.588296285168225,3388,up,9.43995866266618,buy
-3.3309887710078057,1653,up,5.873180844408514,buy
1.7637665643038316,2525,down,9.332202473908545,sell
-2.877762829724195,5028,neutral,2.747713205949378,sell
2.306743440032962,2816,down,1.814613112618489,sell
2.73025191041025,2409,down,1.2160966443200496,sell
1.7855098747469307,575,up,5.499880844301072,buy
2.450463163146095,1237,up,5.56753366957617,buy
-3.2022338404760795,1871,up,6.041619202128564,buy
1.4815527541352809,2821,down,2.6520805468691675,sell
3.860409258733019,3039,up,9.953889140348595,buy
1.9501001673974758,2258,down,9.24080525061359,sell
1.229686183943572,3004,down,3.0826485448391763,sell
-2.6084440148313437,4829,neutral,2.7926376679868556,sell
0.9863614997009631,2895,down,2.4443094966814045,sell
0.8901522684189359,2264,neutral,0.6132099999602284,buy
1.9852582703357324,2996,down,9.603047938334262,sell
-2.8478916572343103,4831,neutral,2.974316736864453,sell
1.3410325921962711,2394,down,9.51884873307301,sell
1.2441452275231764,2586,neutral,0.5555105147270922,buy
0.6945785751509033,2314,neutral,0.8071929383738655,buy
1.473080507973549,4566,neutral,1.64764753866119,buy
2.963867228584777,3138,down,1.2120441200700753,sell
-2.0694341237474947,4749,neutral,3.351466051392708,sell
1.7488104434291194,2995,down,3.121032212147983,sell
3.1619284449409224,3037,down,1.7449410651929345,sell
1.1666059447390045,3511,down,2.326224758159218,sell
4.075837098877622,3215,up,9.526442819239396,buy
1.792875759555327,819,up,5.6018338856652505,buy
2.1264109984766,5026,neutral,1.820307772492317,buy
2.3737831373796445,4890,neutral,1.1792638804107285,buy
1.7087766553784467,3426,down,3.2388896611947016,sell
-2.4339766119216475,4525,neutral,3.291958133529646,sell
-2.5830604260742134,4350,neutral,2.9851058866825158,sell
-2.375721631156167,4789,neutral,2.664341962649898,sell
0.8940151462606781,2634,neutral,0.4846774296624947,buy
-2.753646289299304,4400,neutral,2.5645837261520397,sell
2.4219599296902157,4790,neutral,1.856307837922146,buy
2.49226169988518,507,up,5.066081680080415,buy
3.210631508683232,3003,up,9.867023953512877,buy
-3.0849178980327627,1806,up,6.2426484490676435,buy
2.021903359661894,4739,neutral,1.3175326245225492,buy
1.8039550966663673,1405,up,5.71719467951256,buy
